protein_A,protein_B,interacts
O43924,Q9Y3A3,No
P06858,Q99719,No
Q9NQC3,P06746,No
P36957,P84090,No
Q13123,O00257,No
P68871,P40926,Yes
P14091,P49448,No
P30281,P41220,No
Q96IZ0,Q8IX03,No
P59998,O60234,Yes
Q9Y2W2,Q9H5I1,No
P02787,Q16760,No
P42858,Q96BY9,No
Q08379,P21127,No
Q01101,P02768,No
P02768,P00505,Yes
P05787,O95361,No
P26641,Q9NYQ6,No
O76071,P41220,Yes
O43924,P01111,Yes
O15197,Q06609,No
Q9BSI4,P68400,Yes
O75936,P08133,No
P14174,O15496,No
Q13325,Q15907,No
Q12852,Q9H4T2,No
P68104,P11021,Yes
Q14181,Q8IWV7,No
P00533,P98175,Yes
O75962,Q9ULU8,No
Q9H1J1,O43765,No
Q13426,P04179,No
P39748,O00273,No
Q14524,Q15843,No
P35998,P30086,No
P31689,Q9Y2V2,No
P54105,Q99873,Yes
Q01082,Q9UNE7,No
P35579,Q96GD4,Yes
Q9P287,P49759,No
P61289,P15882,No
Q9NTM9,P26358,No
Q15645,P04183,Yes
Q9Y294,Q9NTX7,No
Q00613,P14555,No
O60828,P55081,Yes
O75828,Q13113,No
P07900,P49321,Yes
P49736,Q96B36,No
O94953,P47929,No
Q13330,P12830,Yes
Q9NWY4,Q08116,No
O43674,O75807,Yes
O60671,P52565,No
O75807,P17858,No
Q8WY91,Q8N6T7,No
P05091,O43927,No
Q07866,O00291,Yes
Q9NX46,O43292,No
Q96RL1,Q14807,No
Q13838,Q9NY59,No
Q9Y2S7,O95376,No
O94953,Q9UBS3,No
P11142,Q8NBJ7,No
P02792,Q9ULC4,No
P01023,O75381,No
Q96CS7,P20827,No
P21964,P62070,No
P68104,P84077,Yes
Q9NX46,P51965,No
Q13239,P56192,No
Q7L5D6,P23381,No
Q96B36,Q9H5I1,No
P21549,P15882,No
Q14919,Q96HS1,No
P63165,P04637,Yes
Q16658,P04183,No
O14976,Q9Y3A3,No
O43924,Q05193,No
P02766,Q16621,No
O60260,P21127,No
Q9NXU5,Q9H3S7,No
Q99616,Q9UKM9,No
Q96GD3,Q13227,No
P30281,P32004,No
P17174,P80098,No
Q15434,Q9BY11,No
O75400,Q6P2Q9,Yes
P37268,Q92879,No
O14744,Q9NPH0,No
P49771,Q9Y295,Yes
P20700,P61221,Yes
P11169,Q9H773,No
Q9ULU8,P80098,No
Q13547,Q9BUL5,Yes
Q9UBT2,P63104,No
P13686,Q9UMR2,No
P43034,P42330,No
Q9Y2U9,P78314,No
P35914,Q03405,No
P07814,P08243,Yes
P68104,P51693,No
Q9NRS6,P58340,No
Q9UHY7,P47756,No
Q12772,Q9NZL4,No
Q96B36,P55854,No
Q12809,P68400,No
Q8NE71,P20042,Yes
Q15233,P35637,Yes
A4D1P6,Q8WWI1,No
P60174,O15211,No
Q7Z3C6,P17936,No
Q86YP4,Q7LDG7,No
P68104,Q13459,Yes
O75398,P50402,No
Q04724,P55316,No
P07858,Q9Y294,No
Q8IWR0,P07305,No
Q96AP0,P09651,Yes
P53621,P51784,Yes
P38936,Q99417,No
P14314,Q9Y2J2,No
P18206,P22314,No
Q8TBC4,P54725,Yes
P07858,P29350,No
P22736,O60885,No
Q8TEY7,P55316,No
O43809,O60885,Yes
P52788,P00390,No
Q9GZQ8,P51159,No
Q08495,Q15011,No
Q13426,Q13541,No
P19419,Q9UQB8,No
P46100,Q02750,Yes
Q13885,P30044,No
Q15645,P11142,No
Q9NZD4,P07737,No
Q06323,Q9NQW7,No
Q13636,Q9P212,No
P42356,P01215,No
Q14524,P51784,No
P38936,P49888,No
Q13107,P62979,No
P51114,Q96AE4,No
P53602,P24522,No
O94761,P13686,No
Q96EP1,P25189,No
Q08945,Q96FE5,No
O75398,Q13232,No
P01023,P49771,No
P62979,Q9NTX7,Yes
P06858,Q9NTX7,No
Q96BY9,Q99700,No
Q93015,O14526,No
P09466,Q149N8,No
P12429,Q969H8,No
Q16621,Q9NQW7,No
Q8NI35,O15031,No
P13747,Q9NPH0,No
P04637,Q8WXF1,No
P30084,P04181,Yes
Q13823,P54578,Yes
Q9H1I8,Q13426,Yes
P24522,P07237,No
Q6P1J9,O14832,No
Q9Y4W6,Q9UBS3,No
Q9UPY8,P04183,No
P46379,O60884,No
P42858,Q15560,No
P61289,Q93077,No
P51671,Q9UK32,No
P24534,P07602,No
O95994,Q13011,Yes
P06576,P35637,Yes
Q9H0H5,Q13867,No
O14640,Q13469,No
Q92692,Q9BPX5,No
P14866,P34913,No
P13747,P49888,No
Q9BV38,P35251,Yes
P06576,Q12988,No
Q9HA47,P42568,No
Q93015,P07108,No
P17174,O60315,No
Q14181,P35219,No
Q08379,Q8TBC4,No
Q8N8Q3,P11274,No
Q13885,P53041,No
Q92597,Q9NQC3,No
P35080,Q9HD15,No
P60174,Q96KB5,No
P11142,P04406,Yes
Q9HCU9,Q8WXF1,No
Q01082,P61956,Yes
P47224,Q9P298,No
P62873,Q9UQL6,Yes
P30281,Q9BVJ7,No
P22314,O60885,Yes
P12956,P25189,No
P14635,Q13309,Yes
P60520,O43240,No
Q9NW64,Q9H4M7,Yes
P30084,P02787,Yes
Q53H47,P07737,No
Q08495,Q03405,No
P05231,P07900,Yes
P49321,P47897,No
P19367,O95989,No
P08670,Q96EP1,Yes
Q7L014,Q6P2Q9,Yes
Q16643,P21964,No
Q9UIF7,Q92995,No
Q13227,P05388,No
Q00013,O95760,No
P26373,Q9BYD6,Yes
P68400,Q9UQL6,Yes
P61956,Q92963,No
Q99250,O43252,No
Q53H47,P00742,No
Q92993,Q9UKK9,No
O95445,P05026,No
Q00610,Q9NYZ3,Yes
O00499,Q9GZQ8,No
Q92597,P54578,Yes
P08631,Q9UBS3,No
Q14790,Q96B02,No
P43034,Q9H4T2,No
Q96GD3,Q15181,No
P26358,Q13547,Yes
Q9H4M7,Q9UNQ2,Yes
P60033,O15496,No
P27986,Q16543,Yes
Q99873,O14744,Yes
Q01082,Q9H4M7,Yes
P09104,P21549,No
P51114,O60502,No
O95166,P49903,No
P37268,P23246,No
O43570,Q9NPH0,No
P49419,P68402,No
P62937,Q6IBS0,No
Q13526,P19367,No
P02787,P50616,No
P51159,Q9BPX5,Yes
Q99496,P54274,Yes
O75400,Q13501,No
P61769,Q8IWR0,No
Q53H47,Q9NYY3,No
O76061,Q14061,No
P01111,P07237,No
O00273,P55769,No
Q9NTM9,O00762,No
P21549,Q9NX09,No
Q93091,P62826,No
P35998,P35637,No
P14091,Q9Y2M5,No
P61006,P23528,No
Q9Y233,P30084,No
Q9Y237,O95571,No
Q96GM8,P05026,No
O95568,Q9HA47,No
P53602,P32249,No
P0CG48,P54578,Yes
P61956,P14314,Yes
P00918,O95571,No
P04632,P0DP23,Yes
Q03405,P01033,Yes
P0DP23,P35579,Yes
Q14790,Q96B36,No
O14732,Q8N2Y8,No
O00422,P60520,No
P21741,Q9UMR2,No
Q99963,O15530,No
O14775,O60884,No
P35080,P20338,No
P14174,Q05193,No
Q13263,P62979,Yes
Q15059,Q53GS9,Yes
P11142,P52565,No
P02792,Q9BPX5,No
Q8IWR0,P17480,No
Q9NUT2,Q8NCC3,No
P11169,P22607,No
P19793,P12956,Yes
Q12809,Q14318,Yes
P42858,Q12809,No
Q6P1J9,P61026,Yes
Q9BXR0,P11172,No
P63104,P04637,Yes
P35637,Q15233,Yes
Q9NPI1,Q09472,Yes
P43034,O00560,No
Q9UPY8,P31994,No
P61769,Q9BQ04,No
Q14697,P30086,Yes
Q8NFP7,P16284,No
Q8NFP9,Q9UNI6,No
P05198,O14744,Yes
P62979,P54578,Yes
O95251,P61289,No
Q99873,O75398,No
P22736,Q9BX70,No
Q08379,P42568,No
Q9UPY8,Q14203,Yes
P19367,Q13263,No
Q13636,P31994,No
Q9H1J1,Q9NS87,No
P02647,P12931,No
Q9HCU9,Q92598,No
Q9HA47,P55854,No
P61011,P50914,Yes
P05109,P02768,Yes
P07602,P63279,No
Q93077,Q15910,Yes
Q96CS7,O95571,No
Q96IZ0,P55316,No
P12956,O95166,Yes
P49903,P07305,No
Q99962,P62826,No
P11597,Q8N2Y8,No
P54105,P54725,Yes
Q6IAA8,P04183,No
Q9P2J2,Q86YV5,No
Q16643,P78560,No
P36957,P30086,Yes
Q13547,Q15907,No
P08631,Q8IXH7,No
O95568,O60671,No
P35475,Q99873,No
Q9NPI1,P62861,No
Q969W0,Q9Y265,No
P02766,P07108,No
P84090,P05091,No
Q96GD3,Q99700,No
P14923,P04406,Yes
Q9HCU9,Q15560,No
P06493,Q9NRC8,Yes
P61289,P58340,No
O75674,P62861,No
O95251,Q9P287,No
P62861,Q9ULC4,Yes
Q9Y296,P50402,No
P05091,P25189,No
Q13232,Q92993,Yes
P54725,Q13501,Yes
P49759,Q05193,No
Q8N8Q3,Q9Y6Y0,No
P24941,P07900,Yes
P03950,P33552,No
Q9Y294,Q13541,No
Q9UKM9,Q9NVJ2,No
O60260,P04899,No
P63167,O00273,No
O75400,P78314,No
Q6PI98,P04792,No
P02794,Q13510,Yes
Q8TBC4,P18206,Yes
P00797,O75381,No
Q00013,Q6PD74,No
P06858,P24593,No
O00762,P43307,No
O95445,Q9H095,No
P68400,Q03164,Yes
P39748,Q9NZM3,No
O00499,P53779,No
Q9H063,P07305,No
Q9H3S7,Q9H4M7,No
Q7Z3C6,Q8N8Q3,No
Q16643,Q96GD4,Yes
P14091,Q96AP0,No
O43312,P56192,No
P11021,Q15910,No
P09211,O95994,Yes
P07737,P84077,Yes
P16403,P51159,No
Q9GZT6,Q5SZQ8,No
Q15047,P53779,No
Q7L2H7,Q02363,No
Q9P287,P49903,No
O00499,P05231,No
P62937,P05231,No
Q13257,Q96EP1,Yes
P35579,P63096,Yes
P60520,P19838,Yes
Q8N6T3,O00305,No
P63165,P52756,No
P00918,Q09013,No
P37268,P45984,No
Q00013,P35609,No
P14091,P50616,No
Q9UM54,Q13113,No
P18848,Q09472,Yes
O75828,P42330,No
P08758,P09211,Yes
O15530,O75208,No
P53621,Q9NP72,No
Q15059,O14802,Yes
Q05193,P84077,Yes
Q03164,P33552,Yes
Q15645,P32942,No
Q149N8,Q71DI3,Yes
Q9BUL5,Q13148,No
Q13263,P63165,Yes
Q96E40,Q8N2I9,No
Q9UNE7,O60260,Yes
P11142,P00505,Yes
Q9UQL6,Q71U36,Yes
P09936,Q15910,Yes
Q13107,Q96GM8,No
Q8WY91,Q9Y2J2,No
Q96B02,Q9H832,Yes
Q07866,P09429,No
Q08379,Q9NX58,No
P30153,Q8IYT8,No
Q15181,P54274,No
P49321,P42330,No
Q14974,P52948,Yes
Q9Y4G2,Q16760,No
P60520,Q8N2I9,No
P38936,Q969X0,No
Q9Y5U2,O75208,No
Q9UNN8,P17540,No
O00151,Q9UNI6,No
P07814,P47897,Yes
Q96B86,O14526,No
Q9H063,P06396,No
P01040,P00533,Yes
Q15022,Q03164,Yes
P08243,Q96KB5,No
P08670,Q13232,No
Q96RL1,Q9Y3A3,No
P61956,O75962,No
P02766,Q15233,No
P09467,O43390,No
P09104,O95994,No
Q15121,O95376,No
O95273,P05026,No
P13686,Q9NX18,No
P54105,P21127,No
P56470,O43292,No
P49736,P23246,No
Q7L2H7,P68400,Yes
P47756,Q15758,Yes
Q96B02,Q9Y295,No
Q8IWV7,P11172,No
P12931,P23528,Yes
Q9NPH0,O75208,Yes
Q96CS7,P09429,No
O43252,O94953,No
P47224,O14737,No
Q7L5D6,Q99963,No
Q96PU5,Q12809,Yes
P50542,P35579,Yes
O00445,O75569,No
P63167,Q13547,Yes
O75689,O75208,No
Q99873,Q9NVJ2,No
Q12840,Q99567,No
P60033,Q13232,No
Q9Y4P1,Q13469,No
P21246,P68032,No
Q86XP3,Q9BXP5,No
Q12852,P63167,No
Q9H0H5,Q13257,Yes
Q03393,P09211,No
P15882,Q07866,Yes
O94761,P84090,No
Q9NX46,Q12929,No
Q8WXF1,Q13148,Yes
P19367,P61289,No
P42858,O00291,Yes
Q14974,Q96EA4,Yes
O43504,P21549,No
Q96PU5,P02794,No
O75807,Q9GZQ8,No
P13686,O75381,No
P00533,O75208,No
Q9NTM9,Q9GZU1,No
Q9BYC9,P19367,No
O94762,O15496,No
O95639,P47756,Yes
Q96E40,Q9NZL4,No
Q15233,P63104,No
Q99963,P56470,No
Q9UHY7,Q99700,No
Q9H0H5,P0DP23,Yes
P11021,O95376,No
Q9NRC8,P25189,No
P14923,Q8NBJ7,No
Q9H063,P17028,No
O14640,P51965,No
Q13107,Q99567,No
Q9NXU5,O43583,No
Q9P289,P30044,No
O15530,Q9NX46,No
Q13332,Q8NI35,No
Q8WXF1,Q969S3,Yes
O95166,Q9UK32,No
O95425,P54578,Yes
Q9NZD4,Q9NTX7,No
Q9H840,P43307,No
P51114,P35269,No
Q8TEY7,P0CG48,Yes
Q13547,O94761,Yes
P22670,P15090,No
Q16548,Q13263,Yes
P43250,Q99496,No
Q96KS0,Q8IXH7,No
Q96B67,Q14974,Yes
O60884,Q96EA4,No
P05090,Q8IXH7,No
Q12772,Q99719,No
Q9BXR0,O60502,No
Q13574,O60333,No
Q9NQW7,P14555,No
P62937,P23284,Yes
O60885,O00267,Yes
P16220,P20042,No
O94762,P50570,No
Q9UQF2,P32942,No
P14618,Q14203,No
Q9BYC9,Q93077,No
Q9BQ04,P04181,No
Q6P1J9,P12004,Yes
Q13263,P24666,Yes
Q8NI35,Q8N2Y8,No
Q86VP6,P14866,Yes
Q13332,O00329,No
Q8NE71,P12931,No
O14732,P31994,No
Q08945,P53041,No
P00966,P60484,No
P52788,Q9Y6H5,No
O60671,P49759,No
O60885,P09211,Yes
P48443,Q6P1J9,No
P62937,Q9Y3A3,No
P80098,P00491,No
Q9H4M7,Q8WXF1,Yes
P05198,P11441,Yes
O00257,P53779,No
O15169,P23284,No
Q13838,Q6UX04,Yes
P29692,P19838,Yes
P60520,P62979,No
Q14181,P27448,No
P01111,O94762,No
P61289,P50570,No
Q6P1J9,Q9Y295,No
P11021,O00267,No
P23528,P04156,No
O94761,Q06830,Yes
P21246,Q96B36,No
P41250,Q16643,No
P51114,Q99700,No
O60260,P20700,Yes
P09466,P43307,No
O60828,P42858,Yes
Q9Y4G2,P61006,No
O60885,P46087,Yes
P53350,Q14061,No
P42773,P39748,No
P32456,Q96KB5,No
P08559,O94761,Yes
O95251,P02774,No
Q8IWV7,Q9H095,No
Q8N2Y8,P35269,Yes
P09467,Q96EA4,No
O00499,Q9H5I1,No
P05388,Q96E11,Yes
Q13523,P15090,No
O94761,Q9UM54,Yes
P40227,P53041,Yes
P12429,Q9NYQ6,No
Q99250,P60484,No
P12956,Q13123,No
P54105,P16220,No
Q00613,P61077,No
O75569,Q8N5F7,No
Q07666,P62979,No
P59665,Q15910,No
O60870,O94762,Yes
P22090,Q9H4M7,Yes
P02775,Q03013,No
P51114,P11766,No
O00291,Q9P2R6,No
P14091,O95760,No
Q16621,O14531,No
P68104,P14618,Yes
Q99250,Q13765,No
Q8WUA4,O60671,Yes
Q86VP1,P04792,No
Q15434,Q5SZQ8,No
P62136,Q12824,Yes
P30281,P29350,No
Q9Y4G2,O96013,No
Q16539,P26373,Yes
Q15645,Q9NQW7,No
Q9NYY3,P53041,No
Q53H47,Q99719,No
P98175,Q9UII2,No
Q92879,Q06830,No
Q8WYH8,O95251,Yes
Q9BXR0,O43312,No
P13747,Q16760,No
Q8WV44,Q14318,No
P02647,O00267,No
Q14558,O95989,No
P55789,Q9NWZ3,No
Q07864,P0CG48,Yes
O75398,P37198,No
Q9UM73,P60709,Yes
Q9UBQ0,O75208,No
Q14790,P21549,No
O95568,P30533,No
Q12852,P45984,No
Q07866,Q14807,No
Q9Y4P8,P04844,No
Q8IX03,P55789,Yes
P30086,Q15907,No
P00966,Q13107,Yes
Q86YP4,Q9NS87,No
P27448,P14555,No
O95166,P19793,No
Q8N6T3,P09960,No
Q7Z3C6,Q9UHX1,No
P98175,P50402,No
O14907,Q969H8,No
P09960,Q9H0E2,No
P47224,Q9HC16,No
P68104,Q8TDM6,No
P21549,Q9NTX7,No
P36957,Q9BX70,No
Q15560,Q9NX18,No
P00533,P02768,No
Q13813,O60333,No
P07900,P52756,No
Q99250,P62820,No
P23246,P00742,No
P29692,Q8WV44,No
Q9HCU9,P22314,No
Q9NQW7,P00505,No
Q00613,Q12929,No
P26373,P29350,Yes
Q8N8Q3,P43307,No
P19838,O60885,Yes
Q04446,P68400,No
Q03393,P19367,No
P60763,P17480,Yes
P11142,Q9Y6Y0,Yes
P04179,P30086,Yes
Q969X0,P22314,No
Q9GZT6,P07602,No
O60885,Q13523,Yes
P07814,O15235,Yes
Q96KS0,P21673,No
Q86XP3,O00257,Yes
P63279,Q8IX21,Yes
P11441,O43583,Yes
Q99250,P17858,No
P05090,Q8NCC3,No
Q00013,P07305,No
Q8N8Q3,P35637,No
P60880,O94762,No
Q13227,Q8NCC3,No
Q13501,P20338,No
P39687,P80098,No
O00541,P05388,Yes
Q9NQW7,Q9Y2V2,No
P18669,P30519,No
Q8WYH8,P78560,No
Q9UM54,P34913,No
Q8TEY7,Q13325,Yes
O95163,Q9UII2,No
Q969G6,P09429,No
P62995,Q16760,No
P16403,O95372,No
Q8TDM6,Q13085,No
O95273,Q8NCD3,No
Q9Y2W2,P20700,Yes
P37268,Q8IYB7,No
Q16539,Q8WWI1,No
O75398,Q9NP72,No
P08243,P47756,No
Q04724,P30086,No
Q8IWR0,P06493,Yes
Q14690,P60484,No
P11169,P05154,No
Q96RR1,Q9UQB8,No
O95639,Q05193,No
P14866,O43765,No
P11021,Q86VP1,No
O76071,Q9HA47,No
P04844,O75899,No
Q8WUM4,Q9H4M7,Yes
Q7Z3C6,O75381,No
P41250,O15235,No
P42773,Q96BY9,No
O75674,Q9ULC4,No
Q13011,Q9BVJ7,No
Q04724,Q15910,Yes
Q6ZMI0,Q06830,Yes
Q13501,Q96RR1,No
Q7L5D6,P16152,No
P04406,P08758,Yes
Q16543,P07437,Yes
Q13813,Q8WWI1,No
Q96EP1,O75899,No
Q13148,O00305,No
P29074,P01909,No
P05198,P68104,Yes
Q9NQW7,Q96EP1,No
P50402,Q13813,Yes
Q9Y4W6,Q9H4M7,Yes
Q92540,Q9ULC4,No
P13686,P46531,No
O95251,P52209,No
O15371,Q13263,Yes
O95704,O43292,No
P24534,O75525,No
P02768,P00918,Yes
O60260,Q99719,No
P57060,Q13200,No
Q13332,P11166,Yes
O43504,P41220,No
Q9P298,P53779,No
Q92540,Q15560,No
Q08379,O43639,No
P18848,P04792,No
Q9H1J1,P49675,No
P30044,O95994,Yes
Q96B86,P21673,No
P04406,P00966,Yes
Q99962,O60502,No
Q9C026,O60885,No
Q06323,Q9H5I1,No
Q9Y4W6,P55769,No
P09467,Q99685,No
O60493,P80098,No
Q99496,P23921,Yes
O00445,Q08116,No
P63208,O96007,No
O15530,Q969G6,No
O76003,Q13232,No
Q15181,Q9HA47,No
Q9UPY8,Q9GZN7,No
Q9H1J1,O00560,No
Q16881,Q9H3H3,No
P47756,P52756,Yes
P68400,O60921,Yes
Q9NP59,Q9ULC4,No
O95926,Q6UX04,Yes
O60234,P52756,No
P02647,Q96KB5,No
Q16658,Q96RR1,No
O15169,Q09013,No
Q8WY91,O14777,No
O60260,O75936,Yes
O43504,P62826,No
Q00610,Q96GD4,Yes
Q9NQW7,P05109,No
P27448,O00267,No
Q01101,Q9NYQ6,No
Q96FE5,P52565,Yes
P08670,P25189,No
O14733,Q03405,No
Q9UKV3,Q9UPT6,No
P05787,P12830,Yes
P12429,Q8NFZ0,No
Q9HA47,P32004,No
P09467,P07602,No
O60260,Q9NUT2,No
P78364,Q8WWI1,No
O75400,O95425,No
P48443,O95425,No
P84090,Q9UBQ0,No
P02766,Q9NP72,No
Q9UNN8,O95696,No
O14732,P32942,No
Q7L5D6,Q06609,No
Q96BY9,O60701,No
O95639,Q6IBS0,No
P62995,P16435,No
P13686,O76003,No
P63000,Q9NYQ6,No
Q9NQW7,O15031,No
P04637,Q92598,No
Q13148,P62861,Yes
Q08345,P50591,No
P59665,O15031,Yes
Q9H4M7,P05198,Yes
P02787,P55854,No
O60885,P34896,Yes
Q8TBC3,Q14061,No
Q53H47,O43504,No
O94761,P29350,No
O00267,Q9BRS2,Yes
P35080,P61077,No
P12429,Q9BXJ8,No
Q9Y6N7,P55769,No
P04632,O43809,No
P06576,O60885,No
P27448,P11309,No
P30281,Q8NBJ7,No
P02647,O95376,No
P47985,P00966,Yes
Q96KS0,Q12988,No
P13747,Q9NTM9,No
P29350,P27986,Yes
Q8IX03,Q9BX70,No
P26358,Q15910,Yes
Q92540,Q99719,No
P04637,Q13200,No
P68104,Q9UNZ2,No
P09326,Q9H773,No
P19793,P25189,No
P0CG48,O60885,Yes
Q9NQW7,Q9NPJ4,No
Q07869,P21673,No
P62937,P08670,Yes
P23284,Q969H8,No
P05388,P22090,Yes
P49903,Q9NX09,No
P49321,P68032,No
P14618,P49448,No
P35579,P63104,Yes
Q13239,P68400,No
Q8NFP9,Q13232,No
Q9NP59,P54274,No
Q9NRS6,O14737,No
Q15233,P31943,No
P08243,P08133,No
Q9UHY7,O15381,No
P35269,Q15560,Yes
Q13526,P29074,No
Q92540,Q9HD15,No
P23246,P61289,No
Q9UM54,Q13232,No
Q9H8U3,P30084,No
Q03468,Q15560,Yes
Q9C026,O15235,No
Q9NWS0,P60174,Yes
P02771,P05109,No
P22314,Q9UNE7,Yes
Q9NVX7,P22736,No
O14733,P62979,No
P35998,P83916,No
Q9UNN5,O95760,No
Q16658,P35609,No
Q9UKV3,Q9H4M7,No
P11441,O15371,Yes
O14733,P32942,No
Q12772,O14678,No
O76071,Q9Y2M5,No
Q13574,Q9H169,No
P35579,Q9UQL6,No
Q9BYD6,O14802,Yes
Q9BUL5,P17480,No
P98175,P53602,No
Q13426,Q13158,No
O60315,Q13547,Yes
Q96BY9,P26447,No
P19367,O60260,Yes
Q99873,Q13107,No
Q08495,Q9ULC4,No
P48443,Q6PD74,No
Q9BZI7,Q9UII2,No
Q96GM8,P78417,No
Q07866,P01033,No
P07814,O14526,No
Q92879,O95989,No
P13497,P53779,No
P31689,Q9NYY3,No
Q13885,Q96Q04,No
P02775,P26641,No
P08559,Q15119,Yes
Q12809,O60543,No
P35579,Q12929,Yes
Q96KS0,Q7LDG7,No
P49736,O43252,No
Q92597,P26641,Yes
Q13239,Q86YV5,No
O76003,P12429,No
Q9Y4P1,P04156,No
P80098,Q15910,No
P02787,Q9H1I8,No
Q71DI3,P11142,Yes
Q9NX46,P78417,No
Q9NW64,Q9Y5U2,Yes
P09651,P35637,Yes
O96007,Q99567,No
Q92621,P53350,Yes
Q8WY91,P30533,No
Q8TEY7,P07108,No
Q8NFP9,O60502,No
P27694,Q6IAA8,No
P08758,P15882,No
P14923,P50591,No
Q96AE4,P14618,Yes
P49759,Q9UK61,No
P11142,Q14697,Yes
Q9H6L4,Q6UX04,Yes
P19256,P07108,No
P68104,Q99963,No
Q14974,Q13469,Yes
P56192,P07814,Yes
Q96BY9,Q13867,No
P40227,P68400,Yes
Q08495,P09936,No
P16220,P12429,No
Q8IWR0,P60520,No
P13497,P83916,No
P32456,Q92997,No
P41567,Q9NZM3,No
Q9H0B6,Q9H1D9,No
Q96EP1,P07737,No
Q13325,P34896,No
P49321,Q9UPT6,No
Q9NWV4,Q8N159,No
P24534,Q96HS1,No
P31943,O76071,Yes
P08631,P09211,No
P09466,P35579,No
Q08495,P09211,No
P08670,P13686,No
P36957,P62995,No
Q6P2Q9,P62979,Yes
Q15434,P09429,No
P09960,P63165,No
P35637,Q6P2Q9,Yes
Q13200,P54725,Yes
P14635,Q9UM13,Yes
O60493,Q6IAA8,No
Q99873,Q16543,Yes
P55769,P20042,Yes
Q15262,Q9H3H3,No
P60763,O96013,Yes
Q9P1W9,O43809,No
P61956,P34913,No
Q9Y2S7,Q9UNZ2,No
Q15560,O75381,No
Q14194,P00505,No
P48443,Q8TF65,No
Q9H3S7,P06746,No
P02775,P51159,No
O43924,P32004,No
Q9H4M7,Q8WWQ0,Yes
Q9Y6N7,Q15560,No
Q9UPY8,Q9BXJ8,No
P23246,Q9H4M7,No
P17936,P05787,Yes
P09326,Q53H47,No
P34896,P04844,No
O00762,P35637,No
P00533,P14923,Yes
P30153,Q14240,No
Q06323,P30044,No
Q9NP59,P52565,No
P29692,O14832,No
O60260,Q9UK32,No
Q96AP0,Q13885,Yes
O14732,O15211,No
O94761,Q13547,Yes
P59665,O60828,No
O14733,P20827,No
P55209,P07305,Yes
Q08945,Q15560,No
Q8NG27,Q15046,No
Q12824,Q9H4T2,No
Q9NTK5,P68400,No
P35998,P40227,Yes
Q86VP1,P51965,No
Q9NXU5,O95831,No
Q7L2H7,P02768,No
Q9HCK4,Q99417,No
Q13227,Q92879,No
Q14690,Q9UHX1,No
P14618,Q53FA7,No
P11597,Q8IYT8,No
O00499,O14737,No
O43312,O60885,No
Q8N5F7,Q9Y2J2,Yes
Q9NZD4,P15882,No
Q99873,P01909,No
P49848,O60885,Yes
Q93091,P26358,No
Q6P1J9,O14777,No
P06858,P06396,No
P50542,P37198,No
Q9Y2S7,P30533,No
Q12824,Q9GZN7,No
P14618,Q8N2Y8,No
Q9NZD4,P00390,No
P06865,P78314,No
P61289,Q8WXF1,No
Q8NE71,O60885,No
P56192,P47756,Yes
P61026,Q9NX09,No
Q07869,P63279,Yes
P60033,Q96E40,No
O95273,O43809,No
Q7L2H7,P51965,No
Q9Y296,P50570,No
Q13885,Q13263,No
P11597,Q99417,No
Q8IX03,Q9NP72,No
Q9UBQ0,P55316,No
P14091,Q86YV5,No
Q96BY9,P07108,No
P0DPB6,Q9H063,Yes
Q9P298,Q15119,No
P98175,Q09472,No
Q99873,P38936,No
P68104,P09104,No
Q9H773,P46100,No
P37268,Q9UPT6,No
Q15434,Q8N2Y8,No
P07814,Q13148,No
P84090,P01215,No
O94953,Q8N6T7,No
P02787,P47224,No
P47756,P22392,Yes
P09104,P68402,No
P19367,Q9Y343,No
P41250,P47897,Yes
P35579,Q9H7H0,Yes
Q9Y4W6,Q8N5F7,No
Q00597,P16435,Yes
Q8NG27,Q96RR1,No
P21246,P50542,No
Q04446,Q9HA47,No
Q16658,P63104,No
P54105,Q8N9N8,Yes
Q9Y4G2,P46531,No
Q9Y4A5,Q13263,Yes
P19256,Q15121,No
Q96GD4,Q7L014,Yes
P18669,P05091,No
P68871,Q93077,No
Q9NPI1,Q8IWV7,Yes
P63165,P54725,Yes
P18858,P04637,Yes
Q15059,O43809,Yes
Q8N6T3,P19367,No
Q9UPT6,O43927,No
P04637,P01270,No
P02768,Q02363,Yes
O76003,P05305,No
Q8NG27,Q15121,No
Q9UQL6,P06576,Yes
P54274,P49736,Yes
Q96GD3,Q13330,No
P24394,Q9BX70,No
Q14240,Q8NEM0,Yes
Q14790,Q13332,No
P05091,P50402,No
Q6PI98,P20827,No
P36957,O14777,No
Q93091,Q9NUT2,No
O75689,O95425,No
Q9HCK4,Q09013,No
O95630,O60333,No
Q96IZ0,Q09472,No
Q7L5D6,P0CG48,Yes
Q9UHY7,Q9UK32,No
P68036,Q9NZM3,No
Q92879,P42568,No
Q04724,P11172,No
P08670,P39687,No
Q14524,Q8IYB7,No
O75828,Q15181,No
Q96JB3,O43292,No
P51114,O95445,No
P51114,Q9ULU8,No
Q14240,Q96AP0,No
Q92993,Q5SZQ8,No
P02775,O14717,No
O00560,Q71U36,Yes
P62995,Q13523,Yes
Q12906,Q13823,Yes
P57060,P04181,No
Q13813,Q9NX09,No
P19367,O00560,No
Q9NQW7,P47929,No
Q9C026,Q9UNE7,No
P49903,P47929,No
O95166,Q9UQF2,No
Q13227,Q03393,No
Q9H1J1,P37198,No
Q15397,P05388,Yes
